key,path,name,category,known_path,width,height,original_width,original_height,scale_x,scale_y,bytes,sha256,source,source_url,source_path,source_kind,alpha_min,alpha_max,original_alpha_min,original_alpha_max,alpha_mae,quality_review,manual_override,source_bytes_unchanged,collection_group
00000000972ffb63534c0c7d,Assets/Existing/Text/Main_Text.png,Main_Text,Text,Text/Main_Text.png,1024,1024,256,256,4.0,4.0,203831,b226fafd7bbd56fd901e3758f991fb258fb2b13a6993cd99ec597680684753ad,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,Text/Main_Text.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000292eb20d5986cd75,Assets/Existing/HUD/Weapons/Fist.png,Fist,HUD,HUD/Weapons/Fist.png,256,256,,,,,12589,eb438ad2f1da269aa6573d49709e36a38485044d96285c54fb25ea9918b2dd52,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Fist.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000001d9b16ec100d7acd,Assets/Existing/HUD/Weapons/Brass_Knuckles.png,Brass_Knuckles,HUD,HUD/Weapons/Brass_Knuckles.png,256,256,64,64,4.0,4.0,10927,7a9431365e48c468d99b01ceaf6b14183d2e78d0012b9167501ffacce413d88d,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Brass_Knuckles.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000006a867d8e7d3f318f,Assets/Existing/HUD/Weapons/Bat.png,Bat,HUD,HUD/Weapons/Bat.png,256,256,64,64,4.0,4.0,8384,df98d88d30d37665e54d7bbc4e089d6ca1943ed1d27581ccae2d7f639960f25a,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Bat.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000094a6de077de056ef,Assets/Existing/HUD/Weapons/Nightstick.png,Nightstick,HUD,HUD/Weapons/Nightstick.png,256,256,64,64,4.0,4.0,8673,1158cefdae6b741fe090ea86962e51a31b08d18916075c1322677ac523f88cf6,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Nightstick.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000a9c5ed54cae5eb8f,Assets/Existing/HUD/Weapons/Machete.png,Machete,HUD,HUD/Weapons/Machete.png,256,256,64,64,4.0,4.0,9560,e804588f02043d956c8f7a661c871e7b9e7aba268371c2726799566f48c37f3c,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Machete.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000077904a79c4d80123,Assets/Existing/HUD/Weapons/Golf_Club.png,Golf_Club,HUD,HUD/Weapons/Golf_Club.png,256,256,64,64,4.0,4.0,7942,82f6ab13cd80135f64434d5d080202718f11c63cb894433bb0ad22ee123f3826,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Golf_Club.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000960edf4ea76da319,Assets/Existing/HUD/Weapons/Axe.png,Axe,HUD,HUD/Weapons/Axe.png,256,256,64,64,4.0,4.0,10040,e51461969e04219067b6853c953641f1829f64dfd108058257712bb9114a6464,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Axe.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000099e9c35c4ff830de,Assets/Existing/HUD/Weapons/Katana.png,Katana,HUD,HUD/Weapons/Katana.png,256,256,64,64,4.0,4.0,7920,6825fc60805c0985ed2f649fb5300fd08173991668692b98f0549e58ad49c452,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Katana.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000080051c7a2e09cf08,Assets/Existing/HUD/Weapons/Chainsaw.png,Chainsaw,HUD,HUD/Weapons/Chainsaw.png,256,256,64,64,4.0,4.0,13585,0214259eed132a6bddd8816712f73bee792f045b121c256c79cac9a5dab82d97,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Chainsaw.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000f9ba1586dcd952e8,Assets/Existing/HUD/Weapons/Pistol.png,Pistol,HUD,HUD/Weapons/Pistol.png,256,256,64,64,4.0,4.0,15079,fb92fc95d23fa74f529ec6b1e370b667dc46c6acd86314f8c28b2c7b620bfdbe,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Pistol.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000048ce7a2945efec14,Assets/Existing/HUD/Weapons/357.png,357,HUD,HUD/Weapons/357.png,256,256,64,64,4.0,4.0,14344,db64d35b3b9bc2ee0955d07a04da4b234a48cd6eb7a888a2e7bf964d083a64cd,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/357.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000037f9313677d88eb5,Assets/Existing/HUD/Weapons/Shotgun.png,Shotgun,HUD,HUD/Weapons/Shotgun.png,256,256,64,64,4.0,4.0,10374,c215aa59383613645ccc29e8eabdc67940dac97a13cf11f01503acec00f826d6,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Shotgun.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000434419edc6bd4ab9,Assets/Existing/HUD/Weapons/Stubby_Shotgun.png,Stubby_Shotgun,HUD,HUD/Weapons/Stubby_Shotgun.png,256,256,64,64,4.0,4.0,10088,4425fc22baeee04e9f4413c148cfa2286fbcf749881be4cd82a0559e08868c5b,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Stubby_Shotgun.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000064eb11a4dfa2b419,Assets/Existing/HUD/Weapons/SPAS12.png,SPAS12,HUD,HUD/Weapons/SPAS12.png,256,256,64,64,4.0,4.0,10641,ef89654b904f894d6255548566511b3ec2727faa8d37c8407b8469e7e9af132e,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/SPAS12.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000ca73048f0312f9b9,Assets/Existing/HUD/Weapons/Skorpion.png,Skorpion,HUD,HUD/Weapons/Skorpion.png,256,256,64,64,4.0,4.0,12086,e377acf25383276ada7f424597ccff7677f4d287b6f15a7417a7b2d070af387c,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Skorpion.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000005a392e12008bae8f,Assets/Existing/HUD/Weapons/Mac10.png,Mac10,HUD,HUD/Weapons/Mac10.png,256,256,64,64,4.0,4.0,12356,ac67b9f0b62f73489f38fbf1de03f6050c06b3e2b6b8653147e15a1a67147f05,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Mac10.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000d95ae0335a24bcd4,Assets/Existing/HUD/Weapons/Micro_SMG.png,Micro_SMG,HUD,HUD/Weapons/Micro_SMG.png,256,256,64,64,4.0,4.0,14603,8f44d03d2d07443631bbfa0f0047127cb996b6cb95f5efea9d9dc7c78d8eb3e4,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Micro_SMG.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000016d9e2eccab3d048,Assets/Existing/HUD/Weapons/MP5.png,MP5,HUD,HUD/Weapons/MP5.png,256,256,64,64,4.0,4.0,14334,217fb03b221788097cd3fb790158b115ddcb7e9493877151f751c8fa0d883e55,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/MP5.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000f16c3b8badbd944b,Assets/Existing/HUD/Weapons/AK47.png,AK47,HUD,HUD/Weapons/AK47.png,128,128,64,64,2.0,2.0,5635,ed5f46dfb3dd59df2f44f5977bb2623e20bef0094a3f7ab9b2bd851fb0930e88,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/AK47.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000608d50fe0b1b8ed0,Assets/Existing/HUD/Weapons/M4.png,M4,HUD,HUD/Weapons/M4.png,128,128,64,64,2.0,2.0,6354,10f11e419b5f947cc722c6ef6d7cbacadf8206b92510472e1288afc6fc386e2a,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/M4.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000000a598053ebab1b6f,Assets/Existing/HUD/Weapons/M29.png,M29,HUD,HUD/Weapons/M29.png,256,256,64,64,4.0,4.0,12537,d927e8f640c9f2b8a18a914da9bf2e1b45d4cc3a97ac151fca05504089048e20,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/M29.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000fd7b43fbacad6766,Assets/Existing/HUD/Weapons/Flamethrower.png,Flamethrower,HUD,HUD/Weapons/Flamethrower.png,128,128,64,64,2.0,2.0,5351,dba5a36f58df7823b7cc0f7bc3dc3d8676df0a8ffc600a5a3907379c14b28a9b,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Flamethrower.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000c4d83259c72b9048,Assets/Existing/HUD/Weapons/Minigun.png,Minigun,HUD,HUD/Weapons/Minigun.png,128,128,64,64,2.0,2.0,5704,c34d0ed2fcec45142d29b2ab90d91b7c105351d239f7df8b2d431cdd65ffee22,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Minigun.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000092339083a3251d52,Assets/Existing/HUD/Weapons/Rocket_Launcher.png,Rocket_Launcher,HUD,HUD/Weapons/Rocket_Launcher.png,256,256,64,64,4.0,4.0,10046,0c99ebc971ed14c18d1852d0559936bf7cd238eb0dcb43c1940d4d15d144ff99,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Rocket_Launcher.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000017b14ed01a09dc25,Assets/Existing/HUD/Weapons/Sniper.png,Sniper,HUD,HUD/Weapons/Sniper.png,256,256,64,64,4.0,4.0,11800,e3281370c69b8a74edeee020ffecb42c90ba7d4f8b984d1e0f3dff741b1efea5,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Sniper.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000040aec0df7567c663,Assets/Existing/HUD/Weapons/Grenades.png,Grenades,HUD,HUD/Weapons/Grenades.png,256,256,64,64,4.0,4.0,13592,29b48424faa0810a2e5a4dd22e6ec1e712694791af33212c46b3f15d54664b65,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Grenades.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000a7ada3bcfda8f989,Assets/Existing/HUD/Weapons/Molotovs.png,Molotovs,HUD,HUD/Weapons/Molotovs.png,256,256,64,64,4.0,4.0,10296,d234845fcc916960fbcbaf941dc0139da1dce9c433b8b66cc65504fc4e91d96d,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Molotovs.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000cff791475c71f1db,Assets/Existing/HUD/Weapons/Remote_Grenades.png,Remote_Grenades,HUD,HUD/Weapons/Remote_Grenades.png,256,256,,,,,14561,ac77fac3712c70183afa593f097eeeba5cd7d6115a6287ffe9d9e2633a47b882,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Remote_Grenades.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000005615a6603b1a4ba5,Assets/Existing/HUD/Weapons/Camera.png,Camera,HUD,HUD/Weapons/Camera.png,256,256,64,64,4.0,4.0,11579,32849a210b0e06088a2be95f97366bed553a0b487cef32332f8e2282db303235,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Camera.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000491a72c4e848e82c,Assets/Existing/HUD/Weapons/Binoculars.png,Binoculars,HUD,HUD/Weapons/Binoculars.png,256,256,64,64,4.0,4.0,15299,0115a123284f9315492cd8cb36b89f33485822c3f1d345f12d00ab138d56bd27,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Binoculars.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000001420447a1773f86d,Assets/Existing/HUD/Weapons/Detonator.png,Detonator,HUD,HUD/Weapons/Detonator.png,256,256,64,64,4.0,4.0,9291,b480b4dc0ab9ef6a6d3cd461622426b9b85093811c2ec27d2d7977c091e4193e,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Weapons/Detonator.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000001c83e59b7939615f,Assets/Existing/HUD/Radar/North.png,North,HUD,HUD/Radar/North.png,128,128,,,,,3097,8bdbe22d8472be36aab32148d93987c982d72bc7194584ac27c66eca366fa06e,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/North.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000b5e1c1f8070e8bba,Assets/Existing/HUD/Radar/Radar_Ring.png,Radar_Ring,HUD,HUD/Radar/Radar_Ring.png,512,512,,,,,13862,bf92d7cad94f1c48ff059f14c0cd75e769e7f74209ad1f2cd4c1eea8a42fec80,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Radar_Ring.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000000d33bb2ca83fdef6,Assets/Existing/HUD/Radar/Player.png,Player,HUD,HUD/Radar/Player.png,128,128,,,,,3068,db0b3329529f1b88dac6f2eb2e2a2844643474bdc7d32c75d32ee11d09de7b4c,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Player.png,existing_hd_preserved,0,254,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000008d22eebf00000000,Assets/Existing/HUD/Radar/Square.png,Square,HUD,HUD/Radar/Square.png,64,64,,,,,219,6f8df0faad9a0c2f78ce9be2508452cfd84cde6a862b64483260f8772a01bc28,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Square.png,existing_hd_preserved,255,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000c8d65afcf80999b9,Assets/Existing/HUD/Radar/Save_Icon.png,Save_Icon,HUD,HUD/Radar/Save_Icon.png,128,128,,,,,2623,70e883a7c644e8e50cedb596a6cf602ae25b14b9b053b3dafc96caac06ec5a34,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Save_Icon.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000f2b19e79e8974fd5,Assets/Existing/HUD/Radar/Spray_Icon.png,Spray_Icon,HUD,HUD/Radar/Spray_Icon.png,128,128,,,,,5717,964611b553c51b9ac3721ae2d6942bddac20760721dcb0370818b1dbb8d6bf41,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Spray_Icon.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000004d1d8aebbe59e8c0,Assets/Existing/HUD/Radar/Ammunation_Icon.png,Ammunation_Icon,HUD,HUD/Radar/Ammunation_Icon.png,128,128,,,,,4333,385829883b442a7b92fd4fca87b850b27879c3e2c065d8c7affe04d8985c7029,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Ammunation_Icon.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000b1ee9f5c5f760794,Assets/Existing/HUD/Radar/Player_Icon_1.png,Player_Icon_1,HUD,HUD/Radar/Player_Icon_1.png,256,256,,,,,6243,d19d8fe7d5e817c8e20522147f9579508e2df815d6c0054ab2a5dc704ac59daa,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Player_Icon_1.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000b1ee9f5c4c44b80a,Assets/Existing/HUD/Radar/Player_Icon_2.png,Player_Icon_2,HUD,HUD/Radar/Player_Icon_2.png,256,256,,,,,8728,be1aff463707ac5f836be06d5c0b30b5d46d099a09ae73898b41805fc57f577e,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Player_Icon_2.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000b1ee9f5c4caeae6a,Assets/Existing/HUD/Radar/Player_Icon_3.png,Player_Icon_3,HUD,HUD/Radar/Player_Icon_3.png,256,256,,,,,10849,6886546fa0bde129a54f9de06a780491960fc335f4ac569c9ab07ab18709a9b8,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Player_Icon_3.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000002ab7bb866ea558db,Assets/Existing/HUD/Radar/Player_Icon_4.png,Player_Icon_4,HUD,HUD/Radar/Player_Icon_4.png,256,256,,,,,13697,7aac4a66d47d732ff283e3d4d078ed0580546751617f95218bb89b96830d3099,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Player_Icon_4.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000b1ee9f5c9ba359f4,Assets/Existing/HUD/Radar/Player_Icon_5.png,Player_Icon_5,HUD,HUD/Radar/Player_Icon_5.png,256,256,,,,,13890,12c3c6675afb2e49aad9f4997794be1242cd4db0bf69224dd0e21f30bbda8758,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Player_Icon_5.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000b1ee9f5c807200f7,Assets/Existing/HUD/Radar/Player_Icon_6.png,Player_Icon_6,HUD,HUD/Radar/Player_Icon_6.png,256,256,,,,,15603,c386a29689649a248abfc77e28e6172e58382da43ce59d075fad35ef3931ae81,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Player_Icon_6.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000b1ee9f5c4db2f788,Assets/Existing/HUD/Radar/Player_Icon_7.png,Player_Icon_7,HUD,HUD/Radar/Player_Icon_7.png,256,256,,,,,15418,54d075a201977de9dbdfdc7c6ccc019b30d121a6cd3d032b6b28bddc26197028,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Player_Icon_7.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000b1ee9f5c4c802587,Assets/Existing/HUD/Radar/Player_Icon_8.png,Player_Icon_8,HUD,HUD/Radar/Player_Icon_8.png,256,256,,,,,17585,30279cc430b944a473ae2ec4fcbdbdb9ff972dc55d560230212f84ad2f6daa84,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Player_Icon_8.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
00000000ae4fd476637e22a7,Assets/Existing/HUD/Radar/Bomb_Icon.png,Bomb_Icon,HUD,HUD/Radar/Bomb_Icon.png,128,128,,,,,5319,ee7749f987c66003f20d9daee301a669d7da237405f296c677b56bcbc3d53e7a,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Bomb_Icon.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
000000003add47aca02fd822,Assets/Existing/HUD/Radar/Jerry_Icon.png,Jerry_Icon,HUD,HUD/Radar/Jerry_Icon.png,128,128,,,,,8725,8977c822bf4e599925f12d6da516634da1d7be363b54981f650ba971436512ed,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Jerry_Icon.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000073a12cf4f5a75337,Assets/Existing/HUD/Radar/Phil_Icon.png,Phil_Icon,HUD,HUD/Radar/Phil_Icon.png,128,128,,,,,2630,a94cb5984a81f6a65942d4486fae8417c60684f946f5b9a3818a09a5b50db997,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Phil_Icon.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
0000000073a12cf49e84086c,Assets/Existing/HUD/Radar/Marty_Icon.png,Marty_Icon,HUD,HUD/Radar/Marty_Icon.png,128,128,,,,,4234,7a1cbc4d1e6f35cad38ad9ef38f64c21f04930954b3746ae43393b2be846ddcf,sonofugly_existing,https://github.com/SonofUgly/VCS-Texture-Pack,HUD/Radar/Marty_Icon.png,existing_hd_preserved,0,255,,,,Existing installed HD copied unchanged; no new visual quality verdict,,True,existing
